GEO.display-label,HC03_VC48,HC03_VC49,HC03_VC50,HC03_VC56,HC03_VC64,HC03_VC69,HC03_VC70
"Census Tract 6903, Cook County, Illinois",99.1,7.4,91.7,0,0,0,0.9
"Census Tract 6904, Cook County, Illinois",99.5,1.3,96.9,0,0,0.9,0.5
"Census Tract 6905, Cook County, Illinois",100,0,99.5,0.5,0,0,0
"Census Tract 6909, Cook County, Illinois",100,1.4,97.9,0,0,0.7,0
"Census Tract 6910, Cook County, Illinois",98.7,1.4,97.3,0,0,0,1.3
"Census Tract 6911, Cook County, Illinois",97.1,0.7,96.4,0,0,0,2.9
"Census Tract 6912, Cook County, Illinois",98.5,3.1,90.6,0,0.6,0,1.5
"Census Tract 6913, Cook County, Illinois",99.6,0.8,97.8,0,0,1.1,0.4
"Census Tract 6914, Cook County, Illinois",100,0,98.8,0,0,1.2,0
"Census Tract 6915, Cook County, Illinois",99.7,1.2,97.6,0,0,1,0.3
"Census Tract 7001, Cook County, Illinois",99.2,12.3,67.4,0,0,19.5,0.8
"Census Tract 7002, Cook County, Illinois",96.8,33.1,13.7,1.8,0,47.7,3.2
"Census Tract 7003.01, Cook County, Illinois",98.4,52.6,11,1,0,32.9,1.6
"Census Tract 7003.02, Cook County, Illinois",96.8,61.5,17.3,0.1,0,17.8,3.2
"Census Tract 7004.01, Cook County, Illinois",97.3,21.6,59.6,0.4,0,15.5,2.7
"Census Tract 7004.02, Cook County, Illinois",98.2,16.7,70.9,1.5,0,9.1,1.8
"Census Tract 7005.01, Cook County, Illinois",95.6,7.3,87.3,0.1,0,0.9,4.4
"Census Tract 7005.02, Cook County, Illinois",98,3.4,89.1,0,0,5.6,2
"Census Tract 7101, Cook County, Illinois",100,5.1,94.9,0,0,0,0
"Census Tract 7102, Cook County, Illinois",98.6,2.6,95.3,0.6,0,0,1.4
"Census Tract 7103, Cook County, Illinois",97.8,0,97.5,0,0,0,2.2
"Census Tract 7104, Cook County, Illinois",98.1,1.2,96.3,0,0,0,1.9
"Census Tract 7105, Cook County, Illinois",94.9,1.3,93.1,0.4,0,0.2,5.1
"Census Tract 7106, Cook County, Illinois",100,0.8,99.2,0,0,0,0
"Census Tract 7107, Cook County, Illinois",100,0.5,97.1,1.4,0,1,0
"Census Tract 7108, Cook County, Illinois",98.4,0,97.8,0,0,0,1.6
"Census Tract 7109, Cook County, Illinois",99.5,1.6,97.8,0,0,0,0.5
"Census Tract 7110, Cook County, Illinois",99.4,0.2,98.8,0.1,0.3,0,0.6
"Census Tract 7111, Cook County, Illinois",100,0,99.8,0.2,0,0,0
"Census Tract 7112, Cook County, Illinois",100,0,99.8,0.2,0,0,0
"Census Tract 7113, Cook County, Illinois",100,2.3,96.3,0.2,0,1.2,0
"Census Tract 7114, Cook County, Illinois",100,0.1,99.6,0.3,0,0,0
"Census Tract 7115, Cook County, Illinois",95.8,0,95.8,0,0,0,4.2
"Census Tract 7201, Cook County, Illinois",96.9,60,34.6,0.4,0,2,3.1
"Census Tract 7202, Cook County, Illinois",97.4,39.1,56.4,0.5,0,1.3,2.6
"Census Tract 7203, Cook County, Illinois",99.3,62.8,34.1,0.9,0,1.5,0.7
"Census Tract 7204, Cook County, Illinois",97.7,91.7,2,0,0,3.5,2.3
"Census Tract 7205, Cook County, Illinois",99.5,94.9,2.8,1.2,0,0.6,0.5
"Census Tract 7206, Cook County, Illinois",99.4,82.7,15.2,0.2,0,0.9,0.6
"Census Tract 7207, Cook County, Illinois",96.4,35.5,59.8,0,0,0.6,3.6
"Census Tract 7301, Cook County, Illinois",97.6,0,97.6,0,0,0,2.4
"Census Tract 7302.01, Cook County, Illinois",100,2,93.7,0,0,0.9,0
"Census Tract 7302.02, Cook County, Illinois",99.8,4.6,95.2,0,0,0,0.2
"Census Tract 7303, Cook County, Illinois",98.5,0.5,98,0,0,0,1.5
"Census Tract 7304, Cook County, Illinois",98,0.7,96,0,0,1.3,2
"Census Tract 7305, Cook County, Illinois",99.3,3.4,95.8,0,0,0,0.7
"Census Tract 7306, Cook County, Illinois",99,0,99,0,0,0,1
"Census Tract 7307, Cook County, Illinois",98,0.3,97,0,0,0.8,2
"Census Tract 7401, Cook County, Illinois",98.1,97.3,0,0,0,0.3,1.9
"Census Tract 7402, Cook County, Illinois",99.5,94,1.4,3.6,0,0.2,0.5
"Census Tract 7403, Cook County, Illinois",98.9,95.5,2.7,0.7,0,0,1.1
"Census Tract 7404, Cook County, Illinois",97.4,82.6,9.3,2.5,0,3.1,2.6
"Census Tract 7501, Cook County, Illinois",93.9,0.9,93.1,0,0,0,6.1
"Census Tract 7502, Cook County, Illinois",94.8,39.2,54.3,1,0,0,5.2
"Census Tract 7503, Cook County, Illinois",100,90.2,7.7,0,0,2.1,0
"Census Tract 7504, Cook County, Illinois",98.3,62.4,34.9,0.6,0,0.3,1.7
"Census Tract 7505, Cook County, Illinois",95.9,19.8,75.7,0.1,0,0.1,4.1
"Census Tract 7506, Cook County, Illinois",98.4,0.1,95,0,0,3.3,1.6
"Census Tract 7608.01, Cook County, Illinois",96,78.8,0.9,14,0,2.3,4
"Census Tract 7608.02, Cook County, Illinois",98.8,96.6,1.2,0.5,0,0.5,1.2
"Census Tract 7608.03, Cook County, Illinois",93.1,75.1,0.5,13,0,4.5,6.9
"Census Tract 7702.01, Cook County, Illinois",97.7,77.9,1.3,11.6,0,6.8,2.3
"Census Tract 7702.02, Cook County, Illinois",97.4,89,1,3.9,0,3.5,2.6
"Census Tract 7703, Cook County, Illinois",99.5,90.7,0.3,6.5,0,2,0.5
"Census Tract 7704, Cook County, Illinois",94,70.4,1.6,7.5,0,13.9,6
"Census Tract 7705, Cook County, Illinois",97.5,52.5,0.9,0,0,43,2.5
"Census Tract 7706.01, Cook County, Illinois",98.5,81.5,0.9,9.6,0,6.6,1.5
"Census Tract 7706.02, Cook County, Illinois",99.5,70.8,1.4,7.7,0.2,19.3,0.5
"Census Tract 7707, Cook County, Illinois",99.5,89.3,2.4,5.2,0,2.6,0.5
"Census Tract 7708, Cook County, Illinois",89.7,76.3,1.6,2.9,0,8.9,10.3
"Census Tract 7709.01, Cook County, Illinois",99.3,93,0.2,4.9,0,0.9,0.7
"Census Tract 7709.02, Cook County, Illinois",100,93.8,0.6,5,0,0.6,0
"Census Tract 8001, Cook County, Illinois",99.6,95.7,0,3.9,0,0,0.4
"Census Tract 8002, Cook County, Illinois",98.2,94.4,1.1,2.6,0,0,1.8
"Census Tract 8003, Cook County, Illinois",97.4,92.4,0.7,3.9,0,0.5,2.6
"Census Tract 8004, Cook County, Illinois",95.2,88.1,0,6.8,0,0,4.8
"Census Tract 8005, Cook County, Illinois",97.8,92.5,0.3,3.4,0,0.8,2.2
"Census Tract 8006, Cook County, Illinois",98.6,94.7,1,2.9,0,0,1.4
"Census Tract 8007, Cook County, Illinois",99,90.2,0,8.8,0,0,1
"Census Tract 8008, Cook County, Illinois",98.9,82.5,0,15.7,0,0.7,1.1
"Census Tract 8009, Cook County, Illinois",98.5,63.7,2.5,32,0,0.3,1.5
"Census Tract 8010, Cook County, Illinois",97.3,77.3,0.6,19,0,0.1,2.7
"Census Tract 8011, Cook County, Illinois",97.6,91.7,0.7,5,0,0.1,2.4
"Census Tract 8012, Cook County, Illinois",98.2,91.4,0.4,6.4,0,0,1.8
"Census Tract 8013, Cook County, Illinois",98.9,88.2,1.4,8.4,0.1,0.7,1.1
"Census Tract 8014, Cook County, Illinois",97.5,75.4,0.3,21.5,0,0.3,2.5
"Census Tract 8015, Cook County, Illinois",97.7,89.4,1.7,6.2,0,0.3,2.3
"Census Tract 8016.01, Cook County, Illinois",99.3,83.5,0.5,15.1,0,0.2,0.7
"Census Tract 8016.03, Cook County, Illinois",98.9,57.9,6.4,33,0,1.5,1.1
"Census Tract 8016.05, Cook County, Illinois",99,82.2,0,14.4,0,2.3,1
"Census Tract 8016.06, Cook County, Illinois",97.3,86.6,0,10.7,0,0,2.7
"Census Tract 8016.07, Cook County, Illinois",99.8,71.8,2.1,25.5,0,0.4,0.2
"Census Tract 8016.08, Cook County, Illinois",97.2,81.6,0.2,14.8,0,0.5,2.8
"Census Tract 8017.01, Cook County, Illinois",99,87,0,12,0,0,1
"Census Tract 8017.02, Cook County, Illinois",97.5,85.4,0,11.4,0,0.6,2.5
"Census Tract 8018, Cook County, Illinois",99.2,92.7,0,6.4,0,0,0.8
"Census Tract 8019.01, Cook County, Illinois",98.1,82.2,1.1,10.1,0,4.4,1.9
"Census Tract 8019.02, Cook County, Illinois",96.8,85.2,4,7.3,0,0.3,3.2
"Census Tract 8020.02, Cook County, Illinois",98.1,82.1,1.5,13.9,0,0.5,1.9
"Census Tract 8020.03, Cook County, Illinois",100,79.2,2.4,17.8,0,0.5,0
"Census Tract 8020.04, Cook County, Illinois",99,63.9,2.6,26.9,0,4,1
"Census Tract 8021, Cook County, Illinois",94.9,91.8,0.1,3,0,0,5.1
"Census Tract 8022, Cook County, Illinois",99.3,92.9,0.9,5.1,0,0.4,0.7
"Census Tract 8023, Cook County, Illinois",96.5,79,1.7,15.6,0,0.2,3.5
"Census Tract 8024.02, Cook County, Illinois",99.8,79.8,1.6,9.6,0.3,8.5,0.2
"Census Tract 8024.03, Cook County, Illinois",96.3,83.1,0.2,12.7,0,0.3,3.7
"Census Tract 8024.04, Cook County, Illinois",99.3,65.5,1.4,14.5,0.6,16.7,0.7
"Census Tract 8025.03, Cook County, Illinois",98.8,67,0,20.2,0,11.6,1.2
"Census Tract 8025.04, Cook County, Illinois",97.8,70.1,1.3,11.7,0,14.7,2.2
"Census Tract 8025.05, Cook County, Illinois",99.1,52.3,3.7,13.6,0,28.9,0.9
"Census Tract 8025.06, Cook County, Illinois",95.5,62.2,0.7,7.2,0,24.1,4.5
"Census Tract 8026.05, Cook County, Illinois",97.4,77.8,4,15.6,0,0,2.6
"Census Tract 8026.07, Cook County, Illinois",99.4,89.5,0,10,0,0,0.6
"Census Tract 8026.08, Cook County, Illinois",99.2,91.6,0.3,6.6,0.5,0.2,0.8
"Census Tract 8026.09, Cook County, Illinois",98.5,65,0.6,15.5,0.2,17,1.5
"Census Tract 8026.10, Cook County, Illinois",93.7,72.5,0,15.1,0,4.5,6.3
"Census Tract 8027.01, Cook County, Illinois",99.1,72.8,0.5,13,0.3,11.9,0.9
"Census Tract 8027.02, Cook County, Illinois",98.1,69.9,1.5,22.4,0,4.4,1.9
"Census Tract 8028.01, Cook County, Illinois",98.9,84.3,1.8,10.8,0,2,1.1
"Census Tract 8028.02, Cook County, Illinois",99.7,89.2,0.8,7.5,0,1.2,0.3
"Census Tract 8029, Cook County, Illinois",97.5,92,0.2,4.7,0,0.6,2.5
"Census Tract 8030.05, Cook County, Illinois",97.5,90.8,3.1,3.5,0,0,2.5
"Census Tract 8030.07, Cook County, Illinois",98.3,87.8,0,7.4,0,3,1.7
"Census Tract 8030.08, Cook County, Illinois",95.6,86.2,2,5.9,0,1.6,4.4
"Census Tract 8030.10, Cook County, Illinois",97.6,87,0,6.4,0,3.8,2.4
"Census Tract 8030.12, Cook County, Illinois",99.1,85.7,2.1,8,0.5,2.7,0.9
"Census Tract 8030.13, Cook County, Illinois",97.6,87.9,1.4,8,0,0.3,2.4
"Census Tract 8030.14, Cook County, Illinois",100,80.3,0.6,12.2,0,7,0
"Census Tract 8030.15, Cook County, Illinois",98.6,86.5,2.5,7.3,0.3,1.8,1.4
"Census Tract 8030.16, Cook County, Illinois",98.8,58.3,1.1,36.2,0,3.3,1.2
"Census Tract 8030.17, Cook County, Illinois",99.3,77.9,0.4,14.6,0,6.5,0.7
"Census Tract 8031, Cook County, Illinois",99.4,95,2.5,1.8,0,0,0.6
"Census Tract 8032, Cook County, Illinois",98.2,94.8,1.5,1.6,0,0.4,1.8
"Census Tract 8033, Cook County, Illinois",99.4,88,0.5,10.5,0,0.5,0.6
"Census Tract 8034, Cook County, Illinois",98.7,93.1,0.7,3.1,0,1.5,1.3
"Census Tract 8035, Cook County, Illinois",98.2,96.2,0.1,1.9,0,0,1.8
"Census Tract 8036.03, Cook County, Illinois",98.4,80.8,0.7,17,0,0,1.6
"Census Tract 8036.04, Cook County, Illinois",99,85.3,2.8,10.3,0,0.5,1
"Census Tract 8036.05, Cook County, Illinois",94.9,72.6,3.4,11.6,0,7.3,5.1
"Census Tract 8036.06, Cook County, Illinois",98.5,46.2,5.1,12,0,35.1,1.5
"Census Tract 8036.07, Cook County, Illinois",99,90.4,1.3,5.8,0,1.5,1
"Census Tract 8036.08, Cook County, Illinois",97.4,67.8,5.7,14,0,9.9,2.6
"Census Tract 8036.10, Cook County, Illinois",98.5,69.5,4.8,18.1,0,5.9,1.5
"Census Tract 8036.11, Cook County, Illinois",97.6,51.2,2.3,11.5,0,32.5,2.4
"Census Tract 8036.12, Cook County, Illinois",100,53.5,5.1,11.7,0,29,0
"Census Tract 8037.01, Cook County, Illinois",97.4,85.9,0.7,9.1,0,1.7,2.6
"Census Tract 8037.02, Cook County, Illinois",97,76.7,0.6,16.2,0,3.5,3
"Census Tract 8038, Cook County, Illinois",97.4,85.2,0.1,6.1,0,6,2.6
"Census Tract 8039.01, Cook County, Illinois",100,85.1,3.2,9.5,0,0.5,0
"Census Tract 8039.02, Cook County, Illinois",100,96.8,1.3,1.8,0.1,0,0
"Census Tract 8040, Cook County, Illinois",97.8,83.5,1.5,5.6,0,7.2,2.2
"Census Tract 8041.02, Cook County, Illinois",99.4,83.7,0.4,14.9,0.3,0,0.6
"Census Tract 8041.04, Cook County, Illinois",97,68.9,3.5,24.6,0,0,3
"Census Tract 8041.05, Cook County, Illinois",96.8,82,1.1,13.7,0,0,3.2
"Census Tract 8041.06, Cook County, Illinois",98.8,71,1.7,23.5,0,2.5,1.2
"Census Tract 8041.08, Cook County, Illinois",98.4,36.4,9.9,48.7,0.3,3.1,1.6
"Census Tract 8041.09, Cook County, Illinois",96.3,79.3,7,6.4,0,3.6,3.7
"Census Tract 8042.01, Cook County, Illinois",97.6,77.9,0.6,19.1,0,0,2.4
"Census Tract 8042.02, Cook County, Illinois",98.9,84.1,0,14.9,0,0,1.1
"Census Tract 8043.05, Cook County, Illinois",96.3,63.1,5.6,4.7,0.1,22.2,3.7
"Census Tract 8043.06, Cook County, Illinois",96.9,62.4,1.5,0.6,0,32.4,3.1
"Census Tract 8043.08, Cook County, Illinois",95.4,59.7,1.8,18.8,0,15,4.6
"Census Tract 8043.09, Cook County, Illinois",96.2,52.8,4.4,10.8,0,28.1,3.8
"Census Tract 8043.10, Cook County, Illinois",98.1,61.6,2.7,21.3,0,12.5,1.9
"Census Tract 8043.11, Cook County, Illinois",97.8,50.2,0,29.7,0,17.5,2.2
"Census Tract 8044.03, Cook County, Illinois",98.6,67.8,5.2,13.9,0.2,7.2,1.4
"Census Tract 8044.04, Cook County, Illinois",98.4,56.2,1.5,9.2,0,31.5,1.6
"Census Tract 8044.05, Cook County, Illinois",96.7,43,14.5,5.2,0,34,3.3
"Census Tract 8044.06, Cook County, Illinois",96.9,47.4,3.1,12.5,0,33.1,3.1
"Census Tract 8045.05, Cook County, Illinois",98.4,81.7,2.5,4.6,0,9.2,1.6
"Census Tract 8045.06, Cook County, Illinois",97.4,82.8,3.2,7.3,0,3.4,2.6
"Census Tract 8045.07, Cook County, Illinois",97.6,65.5,1.9,26.7,0,3.3,2.4
"Census Tract 8045.08, Cook County, Illinois",99.5,43.3,9.5,14.1,0,32,0.5
"Census Tract 8045.09, Cook County, Illinois",95.9,48.9,1.2,8.7,0,37.1,4.1
"Census Tract 8045.10, Cook County, Illinois",98.3,28.9,6.2,1.5,0,61.7,1.7
"Census Tract 8045.11, Cook County, Illinois",99,28.5,3.6,15.8,0,50.1,1
"Census Tract 8046.03, Cook County, Illinois",98.7,57,4.6,20,0,16.9,1.3
"Census Tract 8046.06, Cook County, Illinois",97.8,79,0.5,16.9,0.1,1.3,2.2
"Census Tract 8046.07, Cook County, Illinois",98.7,78.8,1.9,16.6,0,1.5,1.3
"Census Tract 8046.08, Cook County, Illinois",97.7,65.5,3.6,23.4,0,5.2,2.3
"Census Tract 8046.09, Cook County, Illinois",98.1,61.4,1.3,32.6,0,2.7,1.9
"Census Tract 8046.10, Cook County, Illinois",98.8,79.4,0.2,15.2,0,3.9,1.2
"Census Tract 8046.11, Cook County, Illinois",97.9,80.7,1.8,15.4,0,0,2.1
"Census Tract 8047.01, Cook County, Illinois",95.8,42.9,16,24.8,0,12,4.2
"Census Tract 8047.05, Cook County, Illinois",94.1,57.5,5.7,23.4,0,7.6,5.9
"Census Tract 8047.06, Cook County, Illinois",95,79.9,0,12.8,0,2.1,5
"Census Tract 8047.09, Cook County, Illinois",99.5,58.8,3.3,21.1,0,16.2,0.5
"Census Tract 8047.10, Cook County, Illinois",98.8,82.7,0,10.6,0,5.3,1.2
"Census Tract 8047.11, Cook County, Illinois",97.9,46.2,5,35.2,0,10.8,2.1
"Census Tract 8047.12, Cook County, Illinois",97.2,68.9,2.8,16.1,0,9.5,2.8
"Census Tract 8047.13, Cook County, Illinois",99.5,47.1,3.4,37.3,0,11.8,0.5
"Census Tract 8047.14, Cook County, Illinois",96.5,75.2,2.8,13.5,0,5.1,3.5
"Census Tract 8047.15, Cook County, Illinois",95.2,42.9,3.8,21.5,0,26.4,4.8
"Census Tract 8047.16, Cook County, Illinois",99.2,55.1,2.4,32,0,9.8,0.8
"Census Tract 8048.03, Cook County, Illinois",98.7,76.4,3.8,18.5,0,0,1.3
"Census Tract 8048.04, Cook County, Illinois",97.8,61.4,5.8,20.6,0,9.9,2.2
"Census Tract 8048.05, Cook County, Illinois",97.1,73.8,9,13,0,1.3,2.9
"Census Tract 8048.06, Cook County, Illinois",99,54.6,12.1,14.2,0,18.2,1
"Census Tract 8048.07, Cook County, Illinois",97.2,74,9.7,10,0,3.3,2.8
"Census Tract 8048.08, Cook County, Illinois",98.1,82.2,0.9,10.7,0,4.2,1.9
"Census Tract 8048.09, Cook County, Illinois",99.5,85,1.2,13.2,0,0,0.5
"Census Tract 8048.10, Cook County, Illinois",98.2,69.5,4,17.5,1.9,5.3,1.8
"Census Tract 8049.01, Cook County, Illinois",98.7,93.5,0.6,4.2,0,0.4,1.3
"Census Tract 8049.02, Cook County, Illinois",97.3,76.3,0,14.6,0,6.1,2.7
"Census Tract 8050.01, Cook County, Illinois",98.9,94.7,0.5,2.2,0,1.6,1.1
"Census Tract 8050.02, Cook County, Illinois",95.7,63.7,5.6,19.6,0,6.7,4.3
"Census Tract 8051.05, Cook County, Illinois",100,49.6,12.8,9.3,1,27.3,0
"Census Tract 8051.06, Cook County, Illinois",98.6,85.3,4.1,9.2,0,0,1.4
"Census Tract 8051.07, Cook County, Illinois",92.9,53.4,3.3,15.4,0,20.3,7.1
"Census Tract 8051.08, Cook County, Illinois",99,50.3,4.6,20.2,0,23.2,1
"Census Tract 8051.09, Cook County, Illinois",99.8,89.8,2,7.9,0,0,0.2
"Census Tract 8051.10, Cook County, Illinois",99.1,85,1.1,12.8,0,0.3,0.9
"Census Tract 8051.11, Cook County, Illinois",99.2,62.3,3.3,17.4,0.1,15.7,0.8
"Census Tract 8051.12, Cook County, Illinois",98.2,63.2,2.4,32,0,0.6,1.8
"Census Tract 8052.01, Cook County, Illinois",97.9,74.9,0.8,21.5,0,0.5,2.1
"Census Tract 8052.02, Cook County, Illinois",98.6,74.4,2,20,0,1.8,1.4
"Census Tract 8053.01, Cook County, Illinois",97,56.5,3.3,31.5,0,5.8,3
"Census Tract 8053.02, Cook County, Illinois",98.2,67.2,1.4,29.1,0,0.5,1.8
"Census Tract 8054.01, Cook County, Illinois",98.6,84.9,4.2,8.8,0,0.7,1.4
"Census Tract 8054.02, Cook County, Illinois",98.3,78.9,0.9,13.3,0,4.4,1.7
"Census Tract 8055.01, Cook County, Illinois",98.4,90.4,0.4,5,1.9,0.7,1.6
"Census Tract 8055.02, Cook County, Illinois",99.9,98.7,0.3,0.9,0,0,0.1
"Census Tract 8056, Cook County, Illinois",100,96.4,0,3.3,0,0.3,0
"Census Tract 8057.01, Cook County, Illinois",98,93.9,0,2.5,0,1.6,2
"Census Tract 8057.02, Cook County, Illinois",98.4,95.6,0.1,2.2,0,0,1.6
"Census Tract 8058.01, Cook County, Illinois",97.5,90.3,1.1,6.1,0,0,2.5
"Census Tract 8058.02, Cook County, Illinois",98.4,94.7,0.5,2.2,0,1.1,1.6
"Census Tract 8059.01, Cook County, Illinois",98.7,86.5,0.4,8.8,0,3,1.3
"Census Tract 8059.02, Cook County, Illinois",97.8,78,3.3,14.9,0,1.5,2.2
"Census Tract 8060.01, Cook County, Illinois",98.6,56.1,3.8,35.9,0,2.2,1.4
"Census Tract 8060.02, Cook County, Illinois",98.4,55.3,4.2,33,0,5.8,1.6
"Census Tract 8060.03, Cook County, Illinois",99.4,54.6,2.1,41.8,0,0.9,0.6
"Census Tract 8060.04, Cook County, Illinois",97,72.8,3.3,19.7,0,1.2,3
"Census Tract 8061.02, Cook County, Illinois",100,73.9,6.6,14.4,0,4.6,0
"Census Tract 8061.03, Cook County, Illinois",98.5,72.8,2.6,15.5,0,6.6,1.5
"Census Tract 8061.04, Cook County, Illinois",98.1,51.5,15.2,21.7,0,9.3,1.9
"Census Tract 8062.01, Cook County, Illinois",99.8,74.5,1,14.6,0,9.7,0.2
"Census Tract 8062.02, Cook County, Illinois",96.4,83.7,2,8.5,0,2.2,3.6
"Census Tract 8063, Cook County, Illinois",95.8,79,0,8.3,0,8.3,4.2
"Census Tract 8064, Cook County, Illinois",98.1,90.9,0.5,3.1,0,3.1,1.9
"Census Tract 8065.01, Cook County, Illinois",98.3,49.2,0.3,27.7,0,21.2,1.7
"Census Tract 8065.02, Cook County, Illinois",97.7,81.1,1.7,7.1,0,7.9,2.3
"Census Tract 8066, Cook County, Illinois",96.7,67.7,2.9,11.5,0,14,3.3
"Census Tract 8067, Cook County, Illinois",96.2,72.3,6,12.7,0,4.1,3.8
"Census Tract 8068.01, Cook County, Illinois",93.7,69.3,13.6,10.3,0,0.4,6.3
"Census Tract 8068.02, Cook County, Illinois",99.3,76.6,3.3,18.9,0,0,0.7
"Census Tract 8069, Cook County, Illinois",97.1,47.5,0.2,48.8,0,0.5,2.9
"Census Tract 8070, Cook County, Illinois",99.1,56.4,13.1,27.8,0,1.7,0.9
"Census Tract 8071, Cook County, Illinois",97.1,76.2,11.8,8.8,0,0.3,2.9
"Census Tract 8072, Cook County, Illinois",95.5,57.7,8.8,27.8,0,1.1,4.5
"Census Tract 8073, Cook County, Illinois",95.6,58.1,8.7,28.4,0,0.2,4.4
"Census Tract 8074, Cook County, Illinois",97.3,64.1,6.3,25.2,0,0.7,2.7
"Census Tract 8075, Cook County, Illinois",97.6,59.5,4.9,29.2,0,4,2.4
"Census Tract 8076, Cook County, Illinois",93.9,51.7,1.2,40.2,0,0.8,6.1
"Census Tract 8077, Cook County, Illinois",97.6,63.7,4.4,25.7,0,3.9,2.4
"Census Tract 8078, Cook County, Illinois",98.8,74.2,0.6,22.4,0,1.6,1.2
"Census Tract 8079, Cook County, Illinois",96.7,61.9,0,32.8,0,1.9,3.3
"Census Tract 8080.01, Cook County, Illinois",97,63.5,4.4,28.4,0,0.8,3
"Census Tract 8080.02, Cook County, Illinois",98.9,62.4,2.8,33,0,0.7,1.1
"Census Tract 8081, Cook County, Illinois",99.4,83.2,4.4,11.1,0,0.7,0.6
"Census Tract 8082, Cook County, Illinois",99.5,74,0,22.9,0,0.5,0.5
"Census Tract 8083.01, Cook County, Illinois",98.2,58.6,4.1,31.4,0,3.9,1.8
"Census Tract 8083.02, Cook County, Illinois",98.1,59,4.1,32.9,0,2.1,1.9
"Census Tract 8084, Cook County, Illinois",99.2,61.1,2.5,32.7,0,2.5,0.8
"Census Tract 8085, Cook County, Illinois",96.8,65.5,1.7,24.3,0,5.3,3.2
"Census Tract 8086, Cook County, Illinois",100,89.2,0.1,10.2,0,0.5,0
"Census Tract 8087.02, Cook County, Illinois",93.6,60.6,7.8,23.8,0.1,1.1,6.4
"Census Tract 8088, Cook County, Illinois",97.6,84.4,3.8,7.6,0,1.8,2.4
"Census Tract 8089, Cook County, Illinois",94.7,92.7,0.4,1.4,0,0.2,5.3
"Census Tract 8090, Cook County, Illinois",99,91.4,2.2,3.9,0,1.4,1
"Census Tract 8091, Cook County, Illinois",99.2,84.1,7.5,7.5,0,0,0.8
"Census Tract 8092, Cook County, Illinois",92,28.4,55.3,2.1,0,6.3,8
"Census Tract 8093, Cook County, Illinois",97.9,70.5,5.5,20.4,0,1,2.1
"Census Tract 8094, Cook County, Illinois",97.9,68.4,4.6,24.7,0,0,2.1
"Census Tract 8095, Cook County, Illinois",93.7,75.4,4.4,13.6,0,0.3,6.3
"Census Tract 8096, Cook County, Illinois",98.8,46.8,44.5,5,0,2.6,1.2
"Census Tract 8097, Cook County, Illinois",93.9,69.7,21,2.3,0,0.9,6.1
"Census Tract 8098, Cook County, Illinois",97.1,81.1,9.9,5.9,0,0.3,2.9
"Census Tract 8099, Cook County, Illinois",99.4,83.3,3.4,12.7,0,0,0.6
"Census Tract 8100, Cook County, Illinois",97,79.9,5.7,10.3,0,1.1,3
"Census Tract 8101, Cook County, Illinois",97.8,72.7,14.6,7,0,3.4,2.2
"Census Tract 8102, Cook County, Illinois",96.3,40.5,48.2,6.2,0,1.5,3.7
"Census Tract 8103.01, Cook County, Illinois",97,55.4,30.2,2.4,0,7.4,3
"Census Tract 8103.02, Cook County, Illinois",95.1,60.6,23.7,4.4,0,6.4,4.9
"Census Tract 8104, Cook County, Illinois",99.2,94.9,0,4.3,0,0,0.8
"Census Tract 8105.01, Cook County, Illinois",100,94.7,1.1,4,0,0,0
"Census Tract 8105.02, Cook County, Illinois",99.9,91.9,0.4,6.7,0,0.8,0.1
"Census Tract 8106, Cook County, Illinois",99.5,89,1.3,5,0,4.3,0.5
"Census Tract 8107.01, Cook County, Illinois",97.7,82.1,0.6,0.7,0,14.4,2.3
"Census Tract 8107.02, Cook County, Illinois",99.4,82.6,3.1,3.8,0,7.2,0.6
"Census Tract 8108, Cook County, Illinois",95.8,80.4,2.1,6.2,0,7.2,4.2
"Census Tract 8109, Cook County, Illinois",97.9,76.8,2.1,4.4,0,13.5,2.1
"Census Tract 8110, Cook County, Illinois",98.6,89.6,4,4.4,0,0.6,1.4
"Census Tract 8111, Cook County, Illinois",97.4,90.5,0.9,1.2,0,4.7,2.6
"Census Tract 8112, Cook County, Illinois",95.3,77.8,3,2.4,0,12.1,4.7
"Census Tract 8113.01, Cook County, Illinois",95,62.8,4.5,5.2,0,22.4,5
"Census Tract 8113.02, Cook County, Illinois",97.7,47,12,3.8,0,34.3,2.3
"Census Tract 8114.01, Cook County, Illinois",98.9,83.8,2.1,1.4,0,11,1.1
"Census Tract 8114.02, Cook County, Illinois",97.5,71.7,0.2,7.3,0,18.3,2.5
"Census Tract 8115, Cook County, Illinois",97.7,82.5,0.6,1.8,0,12.7,2.3
"Census Tract 8116, Cook County, Illinois",97.1,75.9,1.6,7.9,0,8.1,2.9
"Census Tract 8117.01, Cook County, Illinois",98.1,64.9,1.9,4.9,0,26.5,1.9
"Census Tract 8117.02, Cook County, Illinois",95.9,68.2,1.9,3.8,0,19.2,4.1
"Census Tract 8118, Cook County, Illinois",98.5,76.3,1.3,1.5,0,19.3,1.5
"Census Tract 8119, Cook County, Illinois",97.7,83.4,7.6,6.5,0,0.1,2.3
"Census Tract 8120, Cook County, Illinois",94.8,80.7,3.5,8.8,0,1.8,5.2
"Census Tract 8121, Cook County, Illinois",95.1,61.4,25.4,5.2,0,3.1,4.9
"Census Tract 8122, Cook County, Illinois",95.1,73.2,15.6,3.3,0,3,4.9
