GEO.id,GEO.display-label,HC03_VC48,HC03_VC49,HC03_VC50,HC04_VC51,HC03_VC56,HC03_VC64,HC03_VC69,HC03_VC70
Id,Geography,Percent; RACE - One race,Percent; RACE - One race - White,Percent; RACE - One race - Black or African American,Percent Margin of Error; RACE - One race - American Indian and Alaska Native,Percent; RACE - One race - Asian,Percent; RACE - One race - Native Hawaiian and Other Pacific Islander,Percent; RACE - One race - Some other race,Percent; RACE - Two or more races
1400000US17031440900,"Census Tract 4409, Cook County, Illinois",99.2,0.1,98.6,0.7,0,0,0,0.8
1400000US17031450300,"Census Tract 4503, Cook County, Illinois",98.9,0.2,98.3,0.7,0,0,0.3,1.1
1400000US17031460100,"Census Tract 4601, Cook County, Illinois",96.6,17.1,78.3,0.8,0,0,1.1,3.4
1400000US17031460200,"Census Tract 4602, Cook County, Illinois",100,34.8,56.7,1.1,0,0,8.5,0
1400000US17031460301,"Census Tract 4603.01, Cook County, Illinois",98.5,22.5,69.6,1,0,0.3,6.1,1.5
1400000US17031460302,"Census Tract 4603.02, Cook County, Illinois",99.3,4.1,91.7,0.8,0,0,3.4,0.7
1400000US17031460400,"Census Tract 4604, Cook County, Illinois",99.5,2.1,97.4,0.8,0,0,0,0.5
1400000US17031460500,"Census Tract 4605, Cook County, Illinois",97.3,0.9,96.4,0.6,0,0,0,2.7
1400000US17031460600,"Census Tract 4606, Cook County, Illinois",100,20.5,77.9,2.8,0,0,1.6,0
1400000US17031460700,"Census Tract 4607, Cook County, Illinois",97.2,32.8,53.1,1.1,0.6,0,10.7,2.8
1400000US17031461000,"Census Tract 4610, Cook County, Illinois",99.2,34,58.1,1.2,0,0,6.3,0.8
1400000US17031470100,"Census Tract 4701, Cook County, Illinois",99.5,0.5,99.1,1.1,0,0,0,0.5
1400000US17031480100,"Census Tract 4801, Cook County, Illinois",100,0.4,98.9,1.3,0,0.4,0.2,0
1400000US17031480200,"Census Tract 4802, Cook County, Illinois",98.5,0,98.5,2.4,0,0,0,1.5
1400000US17031480300,"Census Tract 4803, Cook County, Illinois",98.4,0.7,96.8,0.8,0.4,0,0,1.6
1400000US17031480400,"Census Tract 4804, Cook County, Illinois",99,1.8,96.4,0.5,0,0,0.8,1
1400000US17031480500,"Census Tract 4805, Cook County, Illinois",100,9.1,88.6,0.9,0.2,0,2.1,0
1400000US17031490300,"Census Tract 4903, Cook County, Illinois",94.5,0.9,93.3,1.2,0,0,0.3,5.5
1400000US17031490400,"Census Tract 4904, Cook County, Illinois",100,0,97.8,3.5,2.2,0,0,0
1400000US17031490500,"Census Tract 4905, Cook County, Illinois",97.8,3.3,93.3,1.3,1.2,0,0,2.2
1400000US17031490600,"Census Tract 4906, Cook County, Illinois",100,1.1,98.6,1.8,0.3,0,0,0
1400000US17031490700,"Census Tract 4907, Cook County, Illinois",99.5,1.2,97.8,1,0.5,0,0,0.5
1400000US17031490800,"Census Tract 4908, Cook County, Illinois",98.8,0.2,98,0.7,0,0,0,1.2
1400000US17031490901,"Census Tract 4909.01, Cook County, Illinois",99.1,0,99.1,0.7,0,0,0,0.9
1400000US17031490902,"Census Tract 4909.02, Cook County, Illinois",99.4,1,97.8,0.6,0.6,0,0,0.6
1400000US17031491000,"Census Tract 4910, Cook County, Illinois",99.8,0.7,98.7,0.3,0.3,0,0,0.2
1400000US17031491100,"Census Tract 4911, Cook County, Illinois",100,2.2,94.9,0.6,0,0,2.9,0
1400000US17031491200,"Census Tract 4912, Cook County, Illinois",100,0.8,94,1.3,1.6,0,3.6,0
1400000US17031491300,"Census Tract 4913, Cook County, Illinois",96.7,2.6,94.1,1.2,0,0,0,3.3
1400000US17031491400,"Census Tract 4914, Cook County, Illinois",98.9,2.6,96.3,0.9,0,0,0,1.1
1400000US17031500100,"Census Tract 5001, Cook County, Illinois",99.5,1.2,97.4,0.9,0.9,0,0,0.5
1400000US17031500200,"Census Tract 5002, Cook County, Illinois",98.1,1.9,95,1.3,0.7,0,0.5,1.9
1400000US17031500300,"Census Tract 5003, Cook County, Illinois",94.4,55.3,36.8,1.9,0,0,2.3,5.6
1400000US17031510100,"Census Tract 5101, Cook County, Illinois",98.7,63.5,15.5,0.5,0,0,19.4,1.3
1400000US17031510200,"Census Tract 5102, Cook County, Illinois",99.6,24,72.5,1.1,0,0,3,0.4
1400000US17031510300,"Census Tract 5103, Cook County, Illinois",98.9,0.4,98.4,0.5,0,0,0.1,1.1
1400000US17031520100,"Census Tract 5201, Cook County, Illinois",97.8,76.7,8.4,1.4,0,0,11.8,2.2
1400000US17031520200,"Census Tract 5202, Cook County, Illinois",97.9,88.3,5,0.8,0.2,0,4.4,2.1
1400000US17031520300,"Census Tract 5203, Cook County, Illinois",97.9,83.4,2.9,0.8,0.6,0,10.4,2.1
1400000US17031520400,"Census Tract 5204, Cook County, Illinois",98.6,84.7,5.4,0.8,0,0,8,1.5
1400000US17031520500,"Census Tract 5205, Cook County, Illinois",98.3,89.7,0.9,0.9,0,0,6.9,1.7
1400000US17031520600,"Census Tract 5206, Cook County, Illinois",99.3,90.7,0.2,0.8,0.9,0,6.8,0.7
1400000US17031530100,"Census Tract 5301, Cook County, Illinois",100,58.3,36.6,1,0,0,4.3,0
1400000US17031530200,"Census Tract 5302, Cook County, Illinois",99.3,0,99.3,0.6,0,0,0,0.7
1400000US17031530300,"Census Tract 5303, Cook County, Illinois",98.2,2,96.1,0.2,0,0,0,1.8
1400000US17031530400,"Census Tract 5304, Cook County, Illinois",99.2,1.6,95.5,1.4,0.9,0,1.2,0.8
1400000US17031530501,"Census Tract 5305.01, Cook County, Illinois",99,2,96.8,0.6,0,0.2,0,1
1400000US17031530502,"Census Tract 5305.02, Cook County, Illinois",99.7,0.4,98.9,1.8,0,0,0.3,0.3
1400000US17031530503,"Census Tract 5305.03, Cook County, Illinois",99.5,0.6,98,0.5,0.9,0,0,0.5
1400000US17031530600,"Census Tract 5306, Cook County, Illinois",100,0,100,1,0,0,0,0
1400000US17031540101,"Census Tract 5401.01, Cook County, Illinois",100,3.5,95.4,0.7,0.7,0,0,0
1400000US17031540102,"Census Tract 5401.02, Cook County, Illinois",99.7,3.2,93.8,0.8,0,0,2.7,0.3
1400000US17031550100,"Census Tract 5501, Cook County, Illinois",97.1,86,7.4,0.7,0,0,3.2,2.9
1400000US17031550200,"Census Tract 5502, Cook County, Illinois",97.8,90.2,0.9,1,0.9,0,5.8,2.2
1400000US17031560100,"Census Tract 5601, Cook County, Illinois",98.6,49.6,11,1.8,10.7,0,27.4,1.4
1400000US17031560200,"Census Tract 5602, Cook County, Illinois",99.1,31.6,60.7,0.6,0.7,0,5.8,0.9
1400000US17031560300,"Census Tract 5603, Cook County, Illinois",97,55.2,2.3,0.8,2.2,0,37.3,3
1400000US17031560400,"Census Tract 5604, Cook County, Illinois",98.9,73.4,2.2,1.6,2.8,0,20.6,1.1
1400000US17031560700,"Census Tract 5607, Cook County, Illinois",96.7,76.8,2.3,0.8,0,0,17.6,3.3
1400000US17031560800,"Census Tract 5608, Cook County, Illinois",97.2,74.1,2.6,2,0.1,0,19.2,2.8
1400000US17031560900,"Census Tract 5609, Cook County, Illinois",98.6,86.7,0.2,0.5,0.6,0,11.1,1.4
1400000US17031561000,"Census Tract 5610, Cook County, Illinois",97.9,89.6,0.8,0.5,0,0,7.5,2.1
1400000US17031561100,"Census Tract 5611, Cook County, Illinois",98.5,85.5,0.3,0.5,0,0,12.8,1.5
1400000US17031570100,"Census Tract 5701, Cook County, Illinois",95.4,57.2,0.3,4,9.5,0,25.2,4.6
1400000US17031570200,"Census Tract 5702, Cook County, Illinois",98.6,67.7,0.8,1.4,6.3,0,23.8,1.4
1400000US17031570300,"Census Tract 5703, Cook County, Illinois",96.7,46.9,1.1,0.3,1.3,0,47.3,3.3
1400000US17031570400,"Census Tract 5704, Cook County, Illinois",99.1,45.2,0.1,3.1,1,0.7,50.1,0.9
1400000US17031570500,"Census Tract 5705, Cook County, Illinois",99,59.5,0.5,1.2,4.7,0.1,34.2,1
1400000US17031580100,"Census Tract 5801, Cook County, Illinois",96.7,46.7,1,3.8,24.8,0,21.8,3.3
1400000US17031580200,"Census Tract 5802, Cook County, Illinois",95.9,49.2,1.7,0.6,9.6,0,35.2,4.1
1400000US17031580300,"Census Tract 5803, Cook County, Illinois",100,47.6,0.4,3.7,9.3,0,38.9,0
1400000US17031580400,"Census Tract 5804, Cook County, Illinois",98.1,49.3,3.9,0.6,12.9,0,32,1.9
1400000US17031580501,"Census Tract 5805.01, Cook County, Illinois",97.2,56.1,2.7,3.4,4.4,0,30.7,2.8
1400000US17031580502,"Census Tract 5805.02, Cook County, Illinois",97.3,55.4,0.8,1.5,4.8,0,35.1,2.7
1400000US17031580600,"Census Tract 5806, Cook County, Illinois",98.9,58.9,1.2,3.7,5.7,0,31.3,1.1
1400000US17031580700,"Census Tract 5807, Cook County, Illinois",99,63.7,3.3,0.6,4,0,27.6,1
1400000US17031580800,"Census Tract 5808, Cook County, Illinois",99,66.6,0.3,1.4,0,0,32.1,1
1400000US17031590500,"Census Tract 5905, Cook County, Illinois",97.5,51.3,1.7,1.6,28.3,0,15.1,2.5
1400000US17031590600,"Census Tract 5906, Cook County, Illinois",95.4,44.5,0.9,4.6,7.1,0,39.4,4.6
1400000US17031590700,"Census Tract 5907, Cook County, Illinois",98.1,60,1.5,1.9,9,0,26.3,1.9
1400000US17031600400,"Census Tract 6004, Cook County, Illinois",97.2,28.3,1.1,0.9,58.8,0,8.4,2.8
1400000US17031600600,"Census Tract 6006, Cook County, Illinois",99.8,41.3,3,0.3,44.6,0,10.7,0.2
1400000US17031600700,"Census Tract 6007, Cook County, Illinois",98,57.6,4.4,0.5,28.3,0,7.3,2
1400000US17031600900,"Census Tract 6009, Cook County, Illinois",97.3,55.8,10.4,0.4,25.1,0,5.8,2.7
1400000US17031610300,"Census Tract 6103, Cook County, Illinois",96.5,60.8,3.7,1.7,4.7,0,25.6,3.5
1400000US17031610400,"Census Tract 6104, Cook County, Illinois",98.2,57.5,2.5,3.3,0,0,35.9,1.8
1400000US17031610800,"Census Tract 6108, Cook County, Illinois",96.1,85,1.3,2.6,2.7,0,5.2,3.9
1400000US17031611000,"Census Tract 6110, Cook County, Illinois",100,41.4,55.3,3,0,0,3.3,0
1400000US17031611100,"Census Tract 6111, Cook County, Illinois",97.7,58.8,11.6,1.2,0,0,27.3,2.3
1400000US17031611200,"Census Tract 6112, Cook County, Illinois",99,50.5,18.4,0.3,0.3,0,29.7,1
1400000US17031611300,"Census Tract 6113, Cook County, Illinois",100,61.3,10.7,1.1,0,0,28.1,0
1400000US17031611400,"Census Tract 6114, Cook County, Illinois",97.2,52.6,1.4,1,0,0,42.7,2.8
1400000US17031611500,"Census Tract 6115, Cook County, Illinois",99.8,59.7,10.4,1,0.3,0,28.8,0.2
1400000US17031611600,"Census Tract 6116, Cook County, Illinois",99.2,27.1,55.2,1.6,2,0,14.9,0.8
1400000US17031611700,"Census Tract 6117, Cook County, Illinois",93.5,33.4,39.4,2,0,0,20.7,6.5
1400000US17031611800,"Census Tract 6118, Cook County, Illinois",97.8,12.4,51,1.1,0,0,34.4,2.2
1400000US17031611900,"Census Tract 6119, Cook County, Illinois",97.8,14.2,75.8,1.3,0,0,7.8,2.2
1400000US17031612000,"Census Tract 6120, Cook County, Illinois",100,2.5,88,1.9,0,0,9.4,0
1400000US17031612100,"Census Tract 6121, Cook County, Illinois",99.6,5.2,91.3,2.8,3.1,0,0,0.4
1400000US17031620100,"Census Tract 6201, Cook County, Illinois",98.8,46,0.2,4.4,3,0,46.1,1.2
1400000US17031620200,"Census Tract 6202, Cook County, Illinois",99.5,60.4,0.5,1.1,4.5,0,34.1,0.5
1400000US17031620300,"Census Tract 6203, Cook County, Illinois",98.3,50.1,2,0.3,0.2,0,45.7,1.7
1400000US17031620400,"Census Tract 6204, Cook County, Illinois",98.9,48.1,0.9,3,0.7,0,47.3,1.1
1400000US17031630100,"Census Tract 6301, Cook County, Illinois",100,73,14.7,0.5,0,0,12.1,0
1400000US17031630200,"Census Tract 6302, Cook County, Illinois",99.1,51,4,1.2,2.2,0,41.9,0.9
1400000US17031630300,"Census Tract 6303, Cook County, Illinois",96.9,53.4,0.3,0.5,1.2,0,42,3.1
1400000US17031630400,"Census Tract 6304, Cook County, Illinois",99.9,41.8,0.7,0.4,0,0,57.4,0.1
1400000US17031630500,"Census Tract 6305, Cook County, Illinois",98.5,39.4,2,0.4,0,0,57.1,1.5
1400000US17031630800,"Census Tract 6308, Cook County, Illinois",98.4,35.7,3.4,1.7,1.4,0,56.9,1.6
1400000US17031630900,"Census Tract 6309, Cook County, Illinois",100,31.2,1.9,0.9,0.4,0,66.1,0
1400000US17031640100,"Census Tract 6401, Cook County, Illinois",100,64.8,4.9,1.3,0.7,0,28.6,0
1400000US17031640300,"Census Tract 6403, Cook County, Illinois",90.4,67.8,0,0.4,0.4,0,22.1,9.6
1400000US17031640400,"Census Tract 6404, Cook County, Illinois",89.5,69.8,2,0.4,1,0,16.5,10.5
1400000US17031640500,"Census Tract 6405, Cook County, Illinois",97.6,83.3,1.7,0.8,2.6,0,10.1,2.4
1400000US17031640600,"Census Tract 6406, Cook County, Illinois",97.2,64.8,1.1,0.6,4.5,0,26.8,2.8
1400000US17031640700,"Census Tract 6407, Cook County, Illinois",93.6,61.1,2,1.9,0.2,0,29.2,6.4
1400000US17031640800,"Census Tract 6408, Cook County, Illinois",95.1,53.7,1.5,1.5,0.5,0,39.4,4.9
1400000US17031650100,"Census Tract 6501, Cook County, Illinois",95.6,38,1.5,0.6,0.8,0,55.3,4.4
1400000US17031650200,"Census Tract 6502, Cook County, Illinois",99.4,63.9,1.1,2.4,0,0,33,0.6
1400000US17031650301,"Census Tract 6503.01, Cook County, Illinois",97,58.2,0.1,0.3,1.7,0,36.8,3
1400000US17031650302,"Census Tract 6503.02, Cook County, Illinois",98.8,44.2,4.5,0.3,0,0,49.8,1.2
1400000US17031650400,"Census Tract 6504, Cook County, Illinois",99.5,41.4,7.9,0.8,1,0,48.7,0.5
1400000US17031650500,"Census Tract 6505, Cook County, Illinois",97.8,54.7,6.3,1.5,0.5,0.2,35.1,2.2
1400000US17031660301,"Census Tract 6603.01, Cook County, Illinois",85.6,11.9,28.3,1.5,0,0,45.5,14.4
1400000US17031660302,"Census Tract 6603.02, Cook County, Illinois",96.3,24.1,19.6,0.5,0.7,0,52,3.7
1400000US17031660400,"Census Tract 6604, Cook County, Illinois",100,32.1,3.5,0.4,0,0,64.4,0
1400000US17031660500,"Census Tract 6605, Cook County, Illinois",97.3,40.9,12.3,0.9,0.3,0,43.3,2.7
1400000US17031660600,"Census Tract 6606, Cook County, Illinois",97.4,16.5,57.4,0.4,0.1,0,23.4,2.6
1400000US17031660700,"Census Tract 6607, Cook County, Illinois",97.5,3.6,90.2,1.3,2.5,0,1.2,2.5
1400000US17031660800,"Census Tract 6608, Cook County, Illinois",98.3,13.7,53,0.5,0.8,0,30.9,1.7
1400000US17031660900,"Census Tract 6609, Cook County, Illinois",94.1,4.9,84.4,0.6,2.2,0,2.6,5.9
1400000US17031661000,"Census Tract 6610, Cook County, Illinois",98,5.6,89.9,0.5,1,0,1.5,2
1400000US17031661100,"Census Tract 6611, Cook County, Illinois",95.5,30.9,42.3,1.5,0,0,21.2,4.5
1400000US17031670100,"Census Tract 6701, Cook County, Illinois",100,2.5,93.9,2.3,0,0,3.6,0
1400000US17031670200,"Census Tract 6702, Cook County, Illinois",100,8.2,85.5,3.3,0,0,6.3,0
1400000US17031670300,"Census Tract 6703, Cook County, Illinois",100,10.2,82.5,2.3,0.5,0,6.8,0
1400000US17031670400,"Census Tract 6704, Cook County, Illinois",99.8,4.9,86.1,1.5,0,0,8.8,0.2
1400000US17031670500,"Census Tract 6705, Cook County, Illinois",98.5,4.1,78.9,1.4,0,0,14.6,1.5
1400000US17031670600,"Census Tract 6706, Cook County, Illinois",99.6,2.2,91.1,2.4,0,0,6.3,0.4
1400000US17031670700,"Census Tract 6707, Cook County, Illinois",97.9,1.7,96.2,2.4,0,0,0,2.1
1400000US17031670800,"Census Tract 6708, Cook County, Illinois",100,1.4,98.6,1.8,0,0,0,0
1400000US17031670900,"Census Tract 6709, Cook County, Illinois",99.3,1.4,96.8,1.7,0,0,1.1,0.7
1400000US17031671100,"Census Tract 6711, Cook County, Illinois",100,0.4,99.6,2.1,0,0,0,0
1400000US17031671200,"Census Tract 6712, Cook County, Illinois",96.3,1.3,95,3,0,0,0,3.7
1400000US17031671300,"Census Tract 6713, Cook County, Illinois",99.4,0.1,95.3,1.4,0,0,4,0.6
1400000US17031671400,"Census Tract 6714, Cook County, Illinois",98.7,1,97.3,1.6,0,0,0.3,1.3
1400000US17031671500,"Census Tract 6715, Cook County, Illinois",97.5,3.5,83.5,1,0,0,10.5,2.5
1400000US17031671600,"Census Tract 6716, Cook County, Illinois",98.5,2.2,89.2,1.4,0,0,7.1,1.5
1400000US17031671800,"Census Tract 6718, Cook County, Illinois",91.3,0,86.4,2.1,0,0,4.9,8.7
1400000US17031671900,"Census Tract 6719, Cook County, Illinois",100,0.4,99.6,2.4,0,0,0,0
1400000US17031672000,"Census Tract 6720, Cook County, Illinois",99,0.6,93.7,0.7,0,0,4.7,1
1400000US17031680500,"Census Tract 6805, Cook County, Illinois",100,0.6,96.2,2,0,0,3.2,0
1400000US17031680600,"Census Tract 6806, Cook County, Illinois",98,1.5,96.5,1.6,0,0,0,2
1400000US17031680900,"Census Tract 6809, Cook County, Illinois",99.3,1.2,97.9,0.9,0.3,0,0,0.7
1400000US17031681000,"Census Tract 6810, Cook County, Illinois",99.7,1.4,95.2,0.9,0,0,3.1,0.3
1400000US17031681100,"Census Tract 6811, Cook County, Illinois",100,0.7,95.7,1.4,0,0,2.7,0
1400000US17031681200,"Census Tract 6812, Cook County, Illinois",98.8,0,93.4,1.1,0,0,5.3,1.2
1400000US17031681300,"Census Tract 6813, Cook County, Illinois",97.7,0,90.4,3.2,0,0.5,4.6,2.3
1400000US17031681400,"Census Tract 6814, Cook County, Illinois",100,0,100,1.1,0,0,0,0
1400000US17031690300,"Census Tract 6903, Cook County, Illinois",99.3,5.8,93.3,1.1,0,0,0.2,0.7
1400000US17031690400,"Census Tract 6904, Cook County, Illinois",99.3,1.1,97,0.5,0,0,0.9,0.7
1400000US17031690500,"Census Tract 6905, Cook County, Illinois",100,0,99.4,3.4,0.6,0,0,0
1400000US17031690900,"Census Tract 6909, Cook County, Illinois",98.6,1.8,95.7,0.6,0,0,1.2,1.4
1400000US17031691000,"Census Tract 6910, Cook County, Illinois",99.6,1.5,98.1,1.1,0,0,0,0.4
1400000US17031691100,"Census Tract 6911, Cook County, Illinois",98.8,1.4,96.8,0.9,0,0,0.7,1.2
1400000US17031691200,"Census Tract 6912, Cook County, Illinois",98.7,2.5,95.6,0.8,0,0.6,0,1.3
1400000US17031691300,"Census Tract 6913, Cook County, Illinois",99.6,0.7,97.6,1,0,0,1.3,0.4
1400000US17031691400,"Census Tract 6914, Cook County, Illinois",100,0,98.8,0.9,0,0,1.2,0
1400000US17031691500,"Census Tract 6915, Cook County, Illinois",99.8,0.5,97.7,1.4,0,0,1.5,0.2
1400000US17031700100,"Census Tract 7001, Cook County, Illinois",98.7,12.9,70,0.8,0,0,15.8,1.3
1400000US17031700200,"Census Tract 7002, Cook County, Illinois",95.4,30,10.1,1.1,1.7,0,52.9,4.6
1400000US17031700301,"Census Tract 7003.01, Cook County, Illinois",98.9,52.9,11.3,1.3,1.5,0,32.1,1.1
1400000US17031700302,"Census Tract 7003.02, Cook County, Illinois",96.6,56.8,16.9,0.2,0.1,0,22.6,3.4
1400000US17031700401,"Census Tract 7004.01, Cook County, Illinois",96.9,16.4,60.6,0.2,0.6,0.2,18.9,3.1
1400000US17031700402,"Census Tract 7004.02, Cook County, Illinois",98.1,23.5,64.9,0.6,1.1,0,8.5,1.9
1400000US17031700501,"Census Tract 7005.01, Cook County, Illinois",93.6,5.8,86.1,0.1,0.1,0,1.5,6.4
1400000US17031700502,"Census Tract 7005.02, Cook County, Illinois",98.3,4.4,89.2,0.8,0,0,4.7,1.7
1400000US17031710100,"Census Tract 7101, Cook County, Illinois",99.6,2.9,96.7,2.1,0,0,0,0.4
1400000US17031710200,"Census Tract 7102, Cook County, Illinois",98.2,3.1,94.3,0.6,0.8,0,0,1.8
1400000US17031710300,"Census Tract 7103, Cook County, Illinois",97.3,0,96.9,0.7,0,0,0,2.7
1400000US17031710400,"Census Tract 7104, Cook County, Illinois",98.5,1,96.9,0.7,0,0,0.1,1.5
1400000US17031710500,"Census Tract 7105, Cook County, Illinois",93.8,1.3,91.9,0.7,0.4,0,0.2,6.2
1400000US17031710600,"Census Tract 7106, Cook County, Illinois",99.4,0.3,98.7,1.4,0,0,0.4,0.6
1400000US17031710700,"Census Tract 7107, Cook County, Illinois",100,0.4,97.3,1,1.3,0,1.1,0
1400000US17031710800,"Census Tract 7108, Cook County, Illinois",98.9,0,98.3,0.9,0,0,0,1.1
1400000US17031710900,"Census Tract 7109, Cook County, Illinois",99.4,1.4,98,1.2,0,0,0,0.6
1400000US17031711000,"Census Tract 7110, Cook County, Illinois",99.2,1.5,96.5,0.9,0.8,0.3,0,0.8
1400000US17031711100,"Census Tract 7111, Cook County, Illinois",100,0,99.7,1.2,0.3,0,0,0
1400000US17031711200,"Census Tract 7112, Cook County, Illinois",100,0,99.8,0.5,0.2,0,0,0
1400000US17031711300,"Census Tract 7113, Cook County, Illinois",100,2.1,96.6,1.6,0.7,0,0.7,0
1400000US17031711400,"Census Tract 7114, Cook County, Illinois",99.5,0,99.2,1.2,0.3,0,0,0.5
1400000US17031711500,"Census Tract 7115, Cook County, Illinois",96.7,0,96.7,1.1,0,0,0,3.3
1400000US17031720100,"Census Tract 7201, Cook County, Illinois",96.9,63.8,31.4,0.8,0,0,1.7,3.1
1400000US17031720200,"Census Tract 7202, Cook County, Illinois",96.5,43.3,51.3,0.7,0.6,0,1.3,3.5
1400000US17031720300,"Census Tract 7203, Cook County, Illinois",98.9,60.8,35.8,0.7,0.8,0,1.5,1.1
1400000US17031720400,"Census Tract 7204, Cook County, Illinois",98,91.7,1.7,0.5,0.2,0,4.1,2
1400000US17031720500,"Census Tract 7205, Cook County, Illinois",99.4,96.5,1.3,1.2,1,0,0.6,0.6
1400000US17031720600,"Census Tract 7206, Cook County, Illinois",99.3,79.3,18.7,0.6,0.2,0,0.7,0.7
1400000US17031720700,"Census Tract 7207, Cook County, Illinois",97.1,35.1,61.3,0.4,0.2,0,0.3,2.9
1400000US17031730100,"Census Tract 7301, Cook County, Illinois",97.5,0,97.5,1.1,0,0,0,2.5
1400000US17031730201,"Census Tract 7302.01, Cook County, Illinois",100,1.9,94.1,3.3,0,0,1,0
1400000US17031730202,"Census Tract 7302.02, Cook County, Illinois",99.8,2.9,96.6,0.8,0.2,0,0,0.2
1400000US17031730300,"Census Tract 7303, Cook County, Illinois",97.8,0.3,97.5,2.4,0,0,0,2.2
1400000US17031730400,"Census Tract 7304, Cook County, Illinois",98.1,0.5,95.8,0.7,0,0,1.8,1.9
1400000US17031730500,"Census Tract 7305, Cook County, Illinois",98.9,0.7,98.1,0.6,0,0,0,1.1
1400000US17031730600,"Census Tract 7306, Cook County, Illinois",99.1,0,99.1,0.9,0,0,0,0.9
1400000US17031730700,"Census Tract 7307, Cook County, Illinois",96.1,1.2,94.4,1.2,0,0,0.5,3.9
1400000US17031740100,"Census Tract 7401, Cook County, Illinois",96.9,96.5,0,0.9,0,0,0.5,3.1
1400000US17031740200,"Census Tract 7402, Cook County, Illinois",99.5,94.5,1.3,0.6,3.4,0,0.1,0.5
1400000US17031740300,"Census Tract 7403, Cook County, Illinois",99.1,93.9,2.4,0.6,0.7,0,2.1,0.9
1400000US17031740400,"Census Tract 7404, Cook County, Illinois",97.6,84.4,9,0.6,2.5,0,1.6,2.4
1400000US17031750100,"Census Tract 7501, Cook County, Illinois",94.5,0.8,93.6,0.6,0,0,0,5.5
1400000US17031750200,"Census Tract 7502, Cook County, Illinois",94.8,37.2,57.3,0.5,0.1,0,0,5.2
1400000US17031750300,"Census Tract 7503, Cook County, Illinois",98.9,85.7,10.4,1.1,0.8,0,2,1.1
1400000US17031750400,"Census Tract 7504, Cook County, Illinois",97.9,64.2,32.6,0.8,0.7,0,0.3,2.1
1400000US17031750500,"Census Tract 7505, Cook County, Illinois",95.6,19.5,75.9,0.4,0,0,0.2,4.4
1400000US17031750600,"Census Tract 7506, Cook County, Illinois",98.8,0.1,93.9,0.8,0,0,4.8,1.2
1400000US17031760801,"Census Tract 7608.01, Cook County, Illinois",89.8,68.6,3.5,0.7,14.5,0,3.2,10.2
1400000US17031760802,"Census Tract 7608.02, Cook County, Illinois",98.9,96.8,1.2,1.1,0.5,0,0.4,1.1
1400000US17031760803,"Census Tract 7608.03, Cook County, Illinois",96.5,78.9,0.9,0.4,13,0,3.7,3.5
1400000US17031770201,"Census Tract 7702.01, Cook County, Illinois",96.8,78.3,1.2,0.5,12.2,0,5.1,3.2
1400000US17031770202,"Census Tract 7702.02, Cook County, Illinois",97.9,88.3,1.3,0.6,3.2,0,4.9,2.1
1400000US17031770300,"Census Tract 7703, Cook County, Illinois",99.4,91,0.3,0.4,5.5,0,2.6,0.6
1400000US17031770400,"Census Tract 7704, Cook County, Illinois",95.6,74.1,2.7,0.6,9.1,0,9.8,4.4
1400000US17031770500,"Census Tract 7705, Cook County, Illinois",99,58.3,1.7,2.2,0,0,37.5,1
1400000US17031770601,"Census Tract 7706.01, Cook County, Illinois",98.5,79.9,0.7,0.8,10.2,0,7.6,1.5
1400000US17031770602,"Census Tract 7706.02, Cook County, Illinois",99.6,69.2,2.8,0.5,7.9,0.2,19.5,0.4
1400000US17031770700,"Census Tract 7707, Cook County, Illinois",99.4,91.7,2.7,1,2.2,0,2.8,0.6
1400000US17031770800,"Census Tract 7708, Cook County, Illinois",89.5,79.2,1.1,0.5,2.3,0,6.9,10.5
1400000US17031770901,"Census Tract 7709.01, Cook County, Illinois",99.4,91.4,0.3,0.5,7,0,0.7,0.6
1400000US17031770902,"Census Tract 7709.02, Cook County, Illinois",100,92.9,0.7,0.7,4.6,0.3,1.6,0
1400000US17031800100,"Census Tract 8001, Cook County, Illinois",98.3,94.5,0,1.1,3.5,0,0.2,1.7
1400000US17031800200,"Census Tract 8002, Cook County, Illinois",99,93.5,2.3,0.4,3.2,0,0,1
1400000US17031800300,"Census Tract 8003, Cook County, Illinois",98.7,93,1,0.8,3.8,0,0.9,1.3
1400000US17031800400,"Census Tract 8004, Cook County, Illinois",96.7,91.1,0,0.7,5.4,0,0.2,3.3
1400000US17031800500,"Census Tract 8005, Cook County, Illinois",97.9,92.5,0.3,1.1,3.6,0,0.7,2.1
1400000US17031800600,"Census Tract 8006, Cook County, Illinois",97.9,93.6,0.6,1.1,3.7,0,0,2.1
1400000US17031800700,"Census Tract 8007, Cook County, Illinois",98,87,0.2,0.5,10.8,0,0,2
1400000US17031800800,"Census Tract 8008, Cook County, Illinois",100,83.5,0.8,1.3,15.3,0,0.4,0
1400000US17031800900,"Census Tract 8009, Cook County, Illinois",97.8,64.7,2.9,0.6,29.7,0,0.5,2.2
1400000US17031801000,"Census Tract 8010, Cook County, Illinois",96.6,78.4,0.7,0.6,17,0,0.2,3.4
1400000US17031801100,"Census Tract 8011, Cook County, Illinois",97.5,91.3,0.4,0.6,5.5,0,0.2,2.5
1400000US17031801200,"Census Tract 8012, Cook County, Illinois",97.9,90.5,0.5,0.8,7,0,0,2.1
1400000US17031801300,"Census Tract 8013, Cook County, Illinois",98.4,88.2,1,0.6,8.1,0.1,1,1.6
